Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
brickQuarterCNRQuarterPlate,blocks,Block,,,Brick 1/4 Corner 1/4 Plate,,"Ziegel – 1/4-Ecke, 1/4-Platte",1/4 de esquina de 1/4 de placa de ladrillo,"1/4 d'angle en brique, 1/4 de plaque",1/4 di angolo di mattoni,レンガ1/4プレート（コーナー用・1/4）,벽돌 1/4 모서리 1/4 판형,"Cegła — 1/4 rogu, 1/4 płyty",1/4 da placa de 1/4 do canto de tijolos,Кирпичный угол 1/4 с плитой 1/4,Tuğla 1/4 Köşe - 1/4 Plaka,1/4 砖 拐角 1/4 板,1/4 磚砌角 1/4 板
brickQuarterSCtr,blocks,Block,,,Brick 1/4 SCtr,,"Ziegel – 1/4, seitenmittig",1/4 de ladrillo de centrado lateral,1/4 centré incliné en brique,1/4 blocco centrale laterale di mattoni,レンガ（側面セクター・1/4）,벽돌 1/4 (사각기둥),"Cegła — 1/4, wycentr. z boku",1/4 de tijolo centralizado na lateral,1/4 центрованного кирпичного блока,Tuğla 1/4 S - Ortalı,砖 1/4 侧面中心,1/4 磚頭 側方中心
brickQuarterTeeSCtr,blocks,Block,,,Brick 1/4 T SCtr,,"Ziegel – 1/4, T-seitenmittig",1/4 de ladrillo en T de centrado lateral,1/4 de T centré incliné en brique,1/4 blocco centrale laterale a T di mattoni,レンガ（T字側面セクター・1/4）,벽돌 1/4 (T형 사각기둥),"Cegła — 1/4 T, wycentr. z boku",1/4 de tijolo em T centralizado na lateral,1/4 центров. кирпичного блока в форме Т,Tuğla 1/4 T S - Ortalı,砖 1/4 T型 侧面中心,1/4 磚頭 T 形側方中心
brickQuarterTrimSplit,blocks,Block,,,Brick 1/4 Block Trim Split,,"Ziegel – 1/4-Block, Zierleiste, Spalte",1/4 de moldura de bloque de ladrillo dividida,1/4 bloc de brique fendu,1/4 rivestimento del blocco di mattoni diviso in due,レンガ 1/4ブロック装飾（分割）,벽돌 1/4 블록 트리밍 스플릿,"Cegła – 1/4 bloku, wykończenie, przecięcie",Divisão do acabamento de 1/4 de bloco central de tijolos,Кирпичный блок под раздельную покраску: 1/4,Tuğla 1/4 Blok Kesik Parçalı,砖块 1/4 缘饰 分裂,1/4 磚砌塊飾板折半
brickRamp,blocks,Block,,,Brick Ramp,,Ziegelrampe,Rampa de ladrillo,Rampe en brique,Rampa di mattoni,レンガ・ランプ,벽돌 램프,Cegła — rampa,Rampa de tijolos,Кирпичный уклон,Tuğla Rampa,砖坡道,磚砌坡道
brickRampTrimQuarter,blocks,Block,,,Brick Ramp Trim Quarter,,"Ziegelrampe – Zierleiste, Viertel",Cuarto de moldura de rampa de ladrillo,Quart de rampe en brique,Quarto di rivestimento della rampa di mattoni,レンガ 傾斜装飾(1/4),벽돌 경사 트리밍 1/4,"Cegła — rampa, wykończenie, ćwierć",Um terço do acabamento da rampa de tijolos,Кирпичный уклон под покраску: 1/4,Tuğla Rampa Çıtası - Çeyrek,1/4 砖坡道缘饰,磚砌斜面飾板1/4
bricksStack,blocks,Block,,,Brick Stack,,Ziegelstapel,Pila de ladrillos,Pile de briques,Catasta di mattoni,レンガの束,벽돌 무더기,Stos cegieł,Pilha de tijolos,Штабель кирпича,Tuğla Yığını,砖堆,磚塊堆
brickStairs25,blocks,Block,,,Brick Stairs 25,,Ziegelstufen 25,Escaleras de ladrillo 25,Escaliers en brique 25,Scalini di mattoni 25,レンガ階段25,벽돌 계단 (25),"Cegła — schody, 25",Degraus de tijolo de 25cm,Кирпичные ступени 25,Tuğla Merdiven - 25,砖楼梯 25,磚砌臺階 25
brickStairs25CornerCNR,blocks,Block,,,Brick Stairs Corner,,Ziegelstufen – Ecke,Esquina de escaleras de ladrillo,Angle d'escaliers en brique,Angolo con scalini di mattoni,レンガ階段（コーナー用）,벽돌 계단 (모서리),"Cegła — schody, róg",Canto dos degraus de tijolos,Угловые кирпичные ступени,Tuğla Merdiven - Köşe,砖楼梯 拐角,磚砌臺階角
brickStairs50,blocks,Block,,,Brick Stairs 50,,Ziegelstufen 50,Escaleras de ladrillo 50,Escaliers en brique 50,Scalini di mattoni 50,レンガ階段50,벽돌 계단 50,"Cegła — schody, 50",Degraus de tijolo de 50 cm,Кирпичные ступени 50,Tuğla Merdiven 50,砖楼梯 50,磚砌臺階 50
brickStairsFilledRailingLeft,blocks,Block,,,"Brick Stairs, Railing Left",,Ziegelstufen – Geländer links,"Escaleras de ladrillo, barandilla izquierda","Escaliers en brique, rambarde gauche",Scalini di mattoni con ringhiera a sinistra,レンガ階段（左手すり）,벽돌 계단 (왼쪽 난간),"Cegła — schody, lewa poręcz",Degraus de tijolos com corrimão à esquerda,"Кирпичные ступени, перила слева","Tuğla Merdiven, Sol Parmaklık",砖楼梯-栏杆左,磚砌臺階，左護欄
brickStairsFilledRailingRight,blocks,Block,,,"Brick Stairs, Railing Right",,Ziegelstufen – Geländer rechts,"Escaleras de ladrillo, barandilla derecha","Escaliers en brique, rambarde droite",Scalini di mattoni con ringhiera a destra,レンガ階段（右手すり）,벽돌 계단 (오른쪽 난간),"Cegła — schody, prawa poręcz",Degraus de tijolos com corrimão à direita,"Кирпичные ступени, перила справа","Tuğla Merdiven, Sağ Parmaklık",砖楼梯-栏杆右,磚砌臺階，右護欄
brickTubeCenter,blocks,Block,,,Brick Tube 3m Center,,"Ziegelröhre – 3 m, Mitte",Parte central de tubo de ladrillo de 3 m,"Tube en brique 3 m, centre",Tubo centrale di mattoni 3 m,レンガ・チューブ型（3m・センター）,벽돌 튜브 (3m 중앙),"Cegła — rura, 3 m, środek",Centro do tubo de tijolos 3M,Центр кирпичной трубы 3 м,Tuğla Tüp - 3 m Orta,砖管 3米 中间,3 米磚管中心
brickTubeCorner,blocks,Block,,,Brick Tube 3m Corner,,"Ziegelröhre – 3 m, Ecke",Esquina de tubo de ladrillo de 3 m,"Tube en brique 3 m, angle",Tubo ad angolo di mattoni 3 m,レンガ・チューブ型（3m・コーナー用）,벽돌 튜브 (3m 모서리),"Cegła — rura, 3 m, róg",Canto do tubo de tijolos 3M,Угол кирпичной трубы 3 м,Tuğla Tüp - 3 m Köşe,砖管 3米 拐角,3 米磚管轉角
brickTunnelCenter,blocks,Block,,,Brick Tunnel 3m Center,,"Ziegeltunnel – 3 m, Mitte",Parte central de túnel de ladrillo de 3 m,"Tunnel en brique 3 m, centre",Tunnel centrale di mattoni 3 m,レンガ・トンネル型（3m・センター）,벽돌 터널 (3m 중앙),"Cegła — tunel, 3 m, środek",Centro do túnel de tijolos 3M,Центр кирпичного туннеля 3 м,Tuğla Tünel - 3 m Orta,砖道 3米 中间,3 米磚砌道中心
brickTunnelCorner,blocks,Block,,,Brick Tunnel 3m Corner,,"Ziegeltunnel – 3 m, Ecke",Esquina de túnel de ladrillo de 3 m,"Tunnel en brique 3 m, angle",Tunnel ad angolo di mattoni 3 m,レンガ・トンネル型（3m・コーナー用）,벽돌 터널 (3m 모서리),"Cegła — tunel, 3 m, róg",Canto do túnel de tijolos 3M,Угол кирпичного туннеля 3 м,Tuğla Tünel - 3 m Köşe,砖道 3米 拐角,3 米磚砌道轉角
brickWedge,blocks,Block,,,Brick Wedge,,Ziegelschräge,Cuña de ladrillo,Coin en brique,Cuneo di mattoni,レンガ・くさび型,쐐기형 벽돌,Cegła — klin,Cunha de tijolos,Кирпичный клин,Tuğla Takoz,砖楔,磚楔
brickWedgeCNRInsideBottom,blocks,Block,,,Brick Wedge Inside Corner Bottom,,"Ziegelschräge – Innenecke, unten",Parte inferior de esquina interior de cuña de ladrillo,"Angle intérieur de coin en brique, bas",Fondo dell'angolo interno del cuneo di mattoni,レンガ・くさび型（内側コーナー下用）,쐐기형 벽돌 (내부 모서리 하부),"Cegła — klin, wnętrze, róg, dół",Canto interno inferior da cunha de tijolos,Низ внутреннего угла кирпичного клина,Tuğla Takoz - İç Köşe Alt,砖楔 内 拐角 底部,磚楔內轉角底部
brickWedgeCNRInsideSteepBase,blocks,Block,,,Brick Wedge Steep Inside Corner Base,,"Ziegelschräge, steil – Innenecke, Sockel",Base de esquina interior en cuña de ladrillo,"Pente d'angle intérieur de coin en brique, base",Base dell'angolo interno con cuspide del cuneo di mattoni,レンガ・くさび型（内側コーナーベース用・急角）,쐐기형 벽돌 경사 (내부 모서리 토대),"Cegła — klin, stromy, wnętrze, róg, podstawa",Base do canto interno íngreme da cunha de tijolos,Фундамент внутреннего угла кирпичного клина с крутым поворотом,Tuğla Takoz - Dik İç Köşe Tabanı,砖楔 陡峭 内 拐角 基底,磚楔斜內轉角基座
brickWedgeCNRInsideSteepTop,blocks,Block,,,Brick Wedge Steep Inside Corner Top,,"Ziegelschräge, steil – Innenecke, oben",Parte superior de esquina interior con cuña inclinada de ladrillo,"Pente d'angle intérieur de coin en brique, haut",Punta dell'angolo interno con cuspide del cuneo di mattoni,レンガ・くさび型（内側コーナー上部用・急角）,쐐기형 벽돌 경사 (내부 모서리 상부),"Cegła — klin, stromy, wnętrze, róg, góra",Topo do canto interno íngreme da cunha de tijolos,Верх внутреннего угла кирпичного клина с крутым поворотом,Tuğla Takoz - Dik İç Köşe Üstü,砖楔 陡峭 内 拐角 顶部,磚楔斜內轉角頂部
brickWedgeCNRInsideTop,blocks,Block,,,Brick Wedge Inside Corner Top,,"Ziegelschräge – Innenecke, oben",Parte superior de esquina interior de cuña de ladrillo,"Angle intérieur de coin en brique, haut",Punta dell'angolo interno del cuneo di mattoni,レンガ・くさび型（内側コーナー上部用）,쐐기형 벽돌 (내부 모서리 상부),"Cegła — klin, wnętrze, róg, góra",Topo do canto interno da cunha de tijolos,Верх внутреннего угла кирпичного клина,Tuğla Takoz - İç Köşe Üst,砖楔 内 拐角 顶部,磚楔內轉角基座
brickWedgeCNRSteepBase,blocks,Block,,,Brick Wedge Steep Corner Base,,"Ziegelschräge, steil – Ecke, Sockel",Base de esquina en cuña de ladrillo,"Pente d'angle de coin en brique, base",Base dell'angolo con cuspide del cuneo di mattoni,レンガ・くさび型（コーナーベース用・急角）,쐐기형 벽돌 경사 (모서리 토대),"Cegła — klin, stromy, róg, podstawa",Base do canto íngreme da cunha de tijolos,Фундамент угла кирпичного клина с крутым поворотом,Tuğla Takoz - Dik Köşe Tabanı,砖楔 陡峭 拐角 基底,磚楔斜轉角基座
brickWedgeCNRSteepTop,blocks,Block,,,Brick Wedge Steep Corner Top,,"Ziegelschräge, steil – Ecke, oben",Parte superior de esquina de cuña inclinada de ladrillo,"Pente d'angle de coin en brique, haut",Punta dell'angolo con cuspide del cuneo di mattoni,レンガ・くさび型（コーナー上部用・急角）,쐐기형 벽돌 경사 (모서리 상부),"Cegła — klin, stromy, róg, góra",Topo do canto íngreme da cunha de tijolos,Верх угла кирпичного клина с крутым поворотом,Tuğla Takoz - Dik Köşe Üstü,砖楔 陡峭 拐角 顶部,磚楔斜轉角頂部
brickWedgeIncline,blocks,Block,,,Brick Wedge Incline,,Ziegelschräge – Neigung,Cuña con pendiente de ladrillo,Coin incliné en brique,Cuneo di mattoni inclinato,レンガ・くさび型（傾斜つき）,쐐기형 벽돌 경사면,"Cegła — klin, pochyły",Cunha de tijolos inclinada,Наклон кирпичного клина,Tuğla Takoz - Eğimli,砖楔 倾斜,磚楔斜面
brickWedgeInclineCornerTop,blocks,Block,,,Brick Wedge Incline Corner Top,,"Ziegelschräge – Neigung, Ecke, oben",Parte superior de esquina de cuña con pendiente de ladrillo,"Angle de coin incliné en brique, haut",Punta dell'angolo del cuneo di mattoni inclinato,レンガ・くさび型（コーナー上部用・傾斜つき）,쐐기형 벽돌 경사면 (모서리 상부),"Cegła — klin, pochyły, róg, góra",Topo do canto da cunha de tijolos inclinada,Верх наклонного угла кирпичного клина,Tuğla Takoz Eğimli - Köşe Üst,砖楔 倾斜 拐角 顶部,磚楔斜面轉角頂部
brickWedgeNarrowHigh,blocks,Block,,,Brick Narrow Wedge High,,Ziegel – schmale Schräge – Hoch,Cuña alta y estrecha de ladrillo,"Coin étroit en brique, haut",Cuneo di mattoni stretto alto,レンガ・くさび型（細・高）,좁은 쐐기형 벽돌 (상부),"Cegła — wąski klin, wysoki",Cunha de tijolos estreita e alta,Узкий высокий кирпичный клин,Tuğla Dar Takoz - Yüksek,砖楔 窄 高,高磚砌窄楔
brickWedgeNarrowLow,blocks,Block,,,Brick Narrow Wedge Low,,Ziegel – schmale Schräge – Niedrig,Cuña baja y estrecha de ladrillo,"Coin étroit en brique, bas",Cuneo di mattoni stretto basso,レンガ・くさび型（細・低）,좁은 쐐기형 벽돌 (하부),"Cegła — wąski klin, niski",Cunha de tijolos estreita e baixa,Узкий низкий кирпичный клин,Tuğla Dar Takoz - Alçak,砖楔 窄 低,低磚砌窄楔
brickWedgeNarrowMid,blocks,Block,,,Brick Narrow Wedge Mid,,Ziegel – schmale Schräge – Mitte,Cuña intermedia y estrecha de ladrillo,"Coin étroit en brique, milieu",Cuneo di mattoni stretto centrale,レンガ・くさび型（細・中）,좁은 쐐기형 벽돌 (중간),"Cegła — wąski klin, średni",Cunha de tijolos estreita e média,Узкий средний кирпичный клин,Tuğla Dar Takoz - Orta,砖楔 窄 中,中磚砌窄楔
brickWedgeNarrowTip,blocks,Block,,,Brick Narrow Wedge Tip,,Ziegel – schmale Schräge – Spitze,Punta de cuña estrecha de ladrillo,"Coin étroit en brique, sommet",Punta del cuneo di mattoni stretto,レンガ・くさび型（細・先端）,좁은 쐐기형 벽돌 (끝부분),"Cegła — wąski klin, końcówka",Ponta da cunha de tijolos estreita,Край узкого кирпичного клина,Tuğla Dar Takoz Ucu,砖楔 窄 末端,磚砌窄楔尖
brickWedgeRampLeftIntersection,blocks,Block,,,Brick Wedge - Ramp Left,,Ziegelschräge – Rampe links,Cuña de ladrillo - Rampa izquierda,"Coin en brique, rampe gauche",Cuneo di mattoni - Rampa sinistra,レンガ・くさび型(傾斜、左),벽돌 쐐기 - 경사 왼쪽,"Cegła — klin: rampa, lewo",Cunha de tijolos - rampa esquerda,Кирпичный клин — левый уклон,Tuğla Takoz - Rampa Sol,砖楔形块 - 斜面朝左,楔形磚 - 左斜面
brickWedgeRampRightIntersection,blocks,Block,,,Brick Wedge - Ramp Right,,Ziegelschräge – Rampe rechts,Cuña de ladrillo - Rampa derecha,"Coin en brique, rampe droite",Cuneo di mattoni - Rampa destra,レンガ・くさび型(傾斜、右),벽돌 쐐기 - 경사 오른쪽,"Cegła — klin: rampa, prawo",Cunha de tijolos - rampa direita,Кирпичный клин — правый уклон,Tuğla Takoz - Rampa Sağ,砖楔形块 - 斜面朝右,楔形磚 - 右斜面
brickWedgeStairs,blocks,Block,,,Brick Wedge Stairs,,Ziegelschräge – Stufen,Escaleras de cuña de ladrillo,Escaliers de coin en brique,Scalini con cuneo di mattoni,レンガ・くさび型（階段）,쐐기형 벽돌 계단,"Cegła — klin, schody",Degraus da cunha de tijolos,Ступени кирпичного клина,Tuğla Takoz Merdiven,砖楔 楼梯,磚楔臺階
brickWedgeSteepTipLeftIntersection,blocks,Block,,,Brick Wedge Steep - Tip Left,,"Ziegelschräge, steil – Spitze links",Cuña inclinada de ladrillo - Punta izquierda,"Pente d'angle en brique, pointe gauche",Cuspide del cuneo di mattoni - Punta sinistra,レンガ・急角くさび型(先端、左),벽돌 쐐기 경사 - 끝단 왼쪽,"Cegła — klin, strome: końcówka, lewo",Cunha de tijolos íngreme - ponta esquerda,Кирпичный клин с крутым поворотом — край слева,Tuğla Takoz - Dik Uç Sol,陡倾角砖楔形块 - 尖端朝左,楔形磚大角度 - 左傾
brickWedgeSteepTipRightIntersection,blocks,Block,,,Brick Wedge Steep - Tip Right,,"Ziegelschräge, steil – Spitze rechts",Cuña inclinada de ladrillo - Punta derecha,"Pente d'angle en brique, pointe droite",Cuspide del cuneo di mattoni - Punta destra,レンガ・急角くさび型(先端、右),벽돌 쐐기 경사 - 끝단 오른쪽,"Cegła — klin, strome: końcówka, prawo",Cunha de tijolos íngreme - ponta direita,Кирпичный клин с крутым поворотом — край справа,Tuğla Takoz - Dik Uç Sağ,陡倾角砖楔形块 - 尖端朝右,楔形磚大角度 - 右傾
brickWedgeSteepWedgeLeftIntersection,blocks,Block,,,Brick Wedge Steep - Wedge Left,,"Ziegelschräge, steil – Schräge links",Cuña inclinada de ladrillo - Rampa izquierda,"Pente d'angle en brique, coin gauche",Cuspide del cuneo di mattoni - Cuneo sinistro,レンガ・急角くさび型(くさび型、左),벽돌 쐐기 경사 - 쐐기 왼쪽,"Cegła — klin, strome: klin, lewo",Cunha de tijolos íngreme - inclinação esquerda,Кирпичный клин с крутым поворотом — левый клин,Tuğla Takoz - Dik Takoz Sol,陡倾角砖楔形块 - 楔形朝左,楔形磚大角度 - 朝左楔形
